,key,sum(summ),sum(count),total
3613,Smith Machines,1624.0,369,4.401084010840108
3614,Brooches & Pins,34790.0,7905,4.40101201771031
3615,Outsourcing,2152.0,489,4.40081799591002
3616,Animals,440035.0,99991,4.400746067146043
3617,Fight Gloves,1197.0,272,4.400735294117647
3618,Salad Servers,1637.0,372,4.400537634408602
3619,Counseling,14411.0,3275,4.400305343511451
3620,Can Coolers,3067.0,697,4.400286944045911
3621,Specialty Plates,9346.0,2124,4.4001883239171375
3622,Solid Body,21921.0,4982,4.400040144520273
3623,Brush Sets,66.0,15,4.4
3624,Shipping Label Tape,528.0,120,4.4
3625,FRANCHI,44.0,10,4.4
3626,Rope Bags,462.0,105,4.4
3627,Moscow,22.0,5,4.4
3628,Moreschi,110.0,25,4.4
3629,Sexual,1078.0,245,4.4
3630,Heavy Truck,22.0,5,4.4
3631,Cordial & Liqueur Glasses,1144.0,260,4.4
3632,Quill Paintbrushes,132.0,30,4.4
3633,LPN & LVN,176.0,40,4.4
3634,Crabmeat,44.0,10,4.4
3635,Miming,44.0,10,4.4
3636,Installation Kits,88.0,20,4.4
3637,Chocolate Gifts,22.0,5,4.4
3638,Nail-In Hooks,264.0,60,4.4
3639,Feathers,44.0,10,4.4
3640,Torque,22.0,5,4.4
3641,Amy Kathryn,22.0,5,4.4
3642,Milwaukee,22.0,5,4.4
3643,Pipe Taps,616.0,140,4.4
3644,Drive Belts & Chains,44.0,10,4.4
3645,Paper & Magnetic Dolls,5654.0,1285,4.4
3646,Tapered Roller Bearings,154.0,35,4.4
3647,Light,506.0,115,4.4
3648,Coaxial Relays,44.0,10,4.4
3649,Turbocharger,44.0,10,4.4
3650,Belt & Chain Tensioners,22.0,5,4.4
3651,Engine Compartment,22.0,5,4.4
3652,Deconstruction,132.0,30,4.4
3653,Disc Guards,22.0,5,4.4
3654,Urban Farmer,44.0,10,4.4
3655,Draw Latches & Tension Latches,220.0,50,4.4
3656,Oil Tanks,66.0,15,4.4
3657,Mascot Costumes,352.0,80,4.4
3658,Antilock Brake,22.0,5,4.4
3659,Oat Bran,88.0,20,4.4
3660,Orzo,22.0,5,4.4
3661,Air Bag Scan Tools & Simulators,22.0,5,4.4
3662,A2Z Racer Gear,88.0,20,4.4
3663,Harmoniums,44.0,10,4.4
3664,Pin Flags,154.0,35,4.4
3665,EGR Valve Gaskets,264.0,60,4.4
3666,Football Machines,176.0,40,4.4
3667,Neoprene,132.0,30,4.4
3668,FOSSIL,67512.0,15344,4.399895724713243
3669,Gun Accessories,228411.0,51913,4.399880569414212
3670,Drivers,14559.0,3309,4.399818676337262
3671,Electrical Wire,7814.0,1776,4.399774774774775
3672,Screenwriting,6384.0,1451,4.399724328049621
3673,The SAK,11250.0,2557,4.399687133359405
3674,Calcium Ascorbate,4580.0,1041,4.399615754082613
3675,Lenses,248058.0,56382,4.399595615622007
3676,Cabinets & Cases,29142.0,6624,4.399456521739131
3677,Clogs & Mules,45041.0,10238,4.399394412971284
3678,Throw Blankets,24421.0,5551,4.399387497748154
3679,Cutlery Trays,2754.0,626,4.399361022364217
3680,Preschool & Kindergarten,7822.0,1778,4.399325084364454
3681,Desktop Publishing,1962.0,446,4.3991031390134525
3682,Words,3198.0,727,4.398899587345254
3683,Bathing & Skin Care,91795.0,20868,4.398840329691393
3684,Fossil Watches,55333.0,12579,4.39883933540027
3685,Dinosaurs,16390.0,3726,4.3988191089640365
3686,Mufflers,18642.0,4238,4.398773006134969
3687,Counted Kits,13557.0,3082,4.398767034393251
3688,Soundtracks,849181.0,193050,4.3987619787619785
3689,Account Books & Journals,6343.0,1442,4.39875173370319
3690,Self-Drilling Screws,695.0,158,4.39873417721519
3691,Heelys,6079.0,1382,4.398697539797395
3692,Drum Accessories,6158.0,1400,4.398571428571429
3693,Respirators,15351.0,3490,4.398567335243553
3694,Trailer Accessories,26668.0,6063,4.3984825993732475
3695,British Alternative,87428.0,19877,4.398450470392916
3696,Armchairs,2252.0,512,4.3984375
3697,Spinning Reels,14616.0,3323,4.398435148961782
3698,Latin Electronica,3347.0,761,4.398160315374507
3699,Mythology,14377.0,3269,4.397981033955338
3700,Marine Antennas,1183.0,269,4.397769516728625
3701,Rebuild Kits,4732.0,1076,4.397769516728625
3702,After Sun,9719.0,2210,4.397737556561086
3703,Prototyping Boards,387.0,88,4.3977272727272725
3704,Psychopharmacology,752.0,171,4.39766081871345
3705,pediped,13540.0,3079,4.397531666125365
3706,Motherhood,25931.0,5897,4.397320671527895
3707,Sugar Tongs,321.0,73,4.397260273972603
3708,Mentally Disabled,321.0,73,4.397260273972603
3709,Elastic,3144.0,715,4.397202797202797
3710,Hood Ornaments,919.0,209,4.3971291866028706
3711,Schizophrenia,299.0,68,4.397058823529412
3712,Czech Republic,1750.0,398,4.396984924623116
3713,Early Childhood Education,10478.0,2383,4.396978598405371
3714,Japan,37387.0,8503,4.396918734564271
3715,Indie & Lo-Fi,898736.0,204402,4.396904139881214
3716,Exercise,11898.0,2706,4.396895787139689
3717,Racquet Grips,5606.0,1275,4.396862745098039
3718,Selenium,1108.0,252,4.396825396825397
3719,Just Cavalli,277.0,63,4.396825396825397
3720,Oxfords & Loafers,554.0,126,4.396825396825397
3721,Swings,13010.0,2959,4.396755660696181
3722,Milk Replacers,1895.0,431,4.396751740139211
3723,"Writing, Research & Publishing Guides",208935.0,47521,4.396687780139307
3724,Skechers,278672.0,63383,4.396636322042188
3725,Philosophy & Social Aspects,3359.0,764,4.396596858638744
3726,Anchor Bolts,255.0,58,4.396551724137931
3727,Detonation,1763.0,401,4.396508728179551
3728,Siblings,13862.0,3153,4.396447827465906
3729,Stepladders,24334.0,5535,4.396386630532972
3730,Cuticle Creams & Oils,22878.0,5204,4.3962336664104535
3731,Plastic & Cosmetic,233.0,53,4.39622641509434
3732,Bike Tools & Maintenance,69280.0,15759,4.396218034139222
3733,Fringe Trim,444.0,101,4.396039603960396
3734,Pizza Cutters,12260.0,2789,4.395840803155253
3735,Kindle Fire HDX Skins,211.0,48,4.395833333333333
3736,Heating Elements,5754.0,1309,4.39572192513369
3737,Old Testament,15407.0,3505,4.395720399429386
3738,Collectibles & Fine Art,30137.0,6856,4.39571178529755
3739,Protective Screens,1433.0,326,4.395705521472393
3740,Telescoping Ladders,10233.0,2328,4.395618556701031
3741,Grinding Discs,400.0,91,4.395604395604396
3742,Coin Roll Wrappers,3367.0,766,4.39556135770235
3743,Converse,29639.0,6743,4.395521281328786
3744,Electronica,317551.0,72245,4.395473735206589
3745,Biscuits,15283.0,3477,4.395455852746621
3746,Intake Manifold,1156.0,263,4.395437262357414
3747,Spoken Word,25423.0,5784,4.3954011065006915
3748,Continuous & Piano Hinges,378.0,86,4.395348837209302
3749,Hook & Loop Discs,7538.0,1715,4.39533527696793
3750,Cleavers,4325.0,984,4.395325203252033
3751,Children's Books,1089705.0,247926,4.395283270007987
3752,Hard Drive Bags,36766.0,8365,4.395218170950389
3753,Bromine,1279.0,291,4.3951890034364265
3754,Direct Boxes,3582.0,815,4.395092024539878
3755,Standard Flights,2136.0,486,4.395061728395062
3756,Essential Fatty Acids,103395.0,23526,4.394924764090793
3757,Basic Concepts,23728.0,5399,4.394887942211521
3758,Electrical Tape,4887.0,1112,4.39478417266187
3759,Artist's Soap & Protective Hand Cream,167.0,38,4.394736842105263
3760,Athens,167.0,38,4.394736842105263
3761,Airbags,167.0,38,4.394736842105263
3762,Stone Tiles,3441.0,783,4.394636015325671
3763,COACH,21841.0,4970,4.394567404426559
3764,Certification & Development,5168.0,1176,4.394557823129252
3765,Bookshelf Speakers,30212.0,6875,4.394472727272727
3766,Dessert Plates,3019.0,687,4.394468704512373
3767,Hockey Equipment,1995.0,454,4.394273127753304
3768,Freestanding Climbers,3779.0,860,4.394186046511628
3769,Hi-Hat,1639.0,373,4.394101876675603
3770,Modular Storage Systems,892.0,203,4.394088669950739
3771,Garlic,6824.0,1553,4.39407598197038
3772,FitFlop,58138.0,13231,4.3940745219560124
3773,Heater Control Valves,290.0,66,4.393939393939394
3774,Elder Law,145.0,33,4.393939393939394
3775,Britpop,58917.0,13409,4.393839958237005
3776,Tail Light Assemblies,48089.0,10945,4.393695751484696
3777,"Clips, Clamps & Rings",20549.0,4677,4.393628394269831
3778,"Jesus, the Gospels & Acts",6441.0,1466,4.393587994542974
3779,Hammers,23800.0,5417,4.393575779952003
3780,Salad Plates,4622.0,1052,4.393536121673004
3781,New Testament Study,7460.0,1698,4.393404004711425
3782,Cuticle Pushers,3708.0,844,4.393364928909953
3783,Practice Pads & Devices,2513.0,572,4.393356643356643
3784,Christian Books & Bibles,1747135.0,397678,4.393340843597081
3785,Rock,6864739.0,1562535,4.393334549306095
3786,Water Purifiers,15280.0,3478,4.393329499712478
3787,Fuse Beads,1050.0,239,4.393305439330544
3788,Liniments,2100.0,478,4.393305439330544
3789,Tie Downs & Anchors,3932.0,895,4.3932960893854744
3790,Voltmeter,3989.0,908,4.393171806167401
3791,Decals & Bumper Stickers,200952.0,45742,4.393161645752262
3792,Laminators,17208.0,3917,4.393158029103906
3793,General Accessories,268307.0,61074,4.393146019582801
3794,Low Salt,4358.0,992,4.393145161290323
3795,Parent & Adult Child,2939.0,669,4.393124065769806
3796,Straws,20116.0,4579,4.3930989298973575
3797,Colored Pencils,6572.0,1496,4.393048128342246
3798,Hi-8,1006.0,229,4.393013100436681
3799,Smoking,3264.0,743,4.39300134589502
3800,British Ska,1621.0,369,4.392953929539296
3801,Handle Parts,7938.0,1807,4.3929164360819035
3802,Figure Kits,9862.0,2245,4.392873051224944
3803,Circular Connectors,123.0,28,4.392857142857143
3804,Sciences & Technology,369.0,84,4.392857142857143
3805,Trolling Combos,123.0,28,4.392857142857143
3806,Computer Science & Mathematics,123.0,28,4.392857142857143
3807,Drive Train Tools,123.0,28,4.392857142857143
3808,Electric Basses,4674.0,1064,4.392857142857143
3809,Molding & Sculpting Sticks,1353.0,308,4.392857142857143
3810,Indie Rock,541705.0,123316,4.39282007201012
3811,"Canned, Dry & Packaged Foods",55460.0,12627,4.392175496950978
3812,Cookbook Stands,7392.0,1683,4.392156862745098
3813,Kettlebells,15658.0,3565,4.392145862552595
3814,Threading Taps,2117.0,482,4.3921161825726145
3815,Sewing Machine Needles,3786.0,862,4.392111368909513
3816,Brake Levers,6421.0,1462,4.391928864569083
3817,British Invasion,124620.0,28375,4.391894273127753
3818,Astringents & Treatments,20233.0,4607,4.391795094421532
3819,Vessel Sinks,8353.0,1902,4.391692954784437
3820,Timing Parts,11493.0,2617,4.391669850974398
3821,Stone Mountain,1155.0,263,4.391634980988593
3822,Bird Food,505.0,115,4.391304347826087
3823,Gas Handling & Extraction,101.0,23,4.391304347826087
3824,Grape Seed Extract,1919.0,437,4.391304347826087
3825,Oboe & English Horn,202.0,46,4.391304347826087
3826,Electronic Cooling Fans,101.0,23,4.391304347826087
3827,Gas Handling Supplies,101.0,23,4.391304347826087
3828,Puppets,27709.0,6310,4.391283676703645
3829,Vinegars,2437.0,555,4.390990990990991
3830,Tape Measures & Rulers,3482.0,793,4.390920554854981
3831,Cocktail Picks,3864.0,880,4.390909090909091
3832,Grab Handles,4246.0,967,4.390899689762151
3833,Spark Plugs,32229.0,7340,4.390871934604904
3834,Index & Business Card Guides,865.0,197,4.3908629441624365
3835,Geometry Sets,1247.0,284,4.390845070422535
3836,Wind Spinners & Wheels,382.0,87,4.390804597701149
3837,Rollerball Pens,104555.0,23813,4.3906689623315
3838,Alcoholism,12197.0,2778,4.39056875449964
3839,Breathers,742.0,169,4.390532544378698
3840,Strap Locks,4531.0,1032,4.390503875968992
3841,Shoe Dryers,8434.0,1921,4.390421655387819
3842,Loop Chains,641.0,146,4.390410958904109
3843,Oil Drain Plugs,6322.0,1440,4.3902777777777775
3844,City Life,720.0,164,4.390243902439025
3845,Actuator Blocks,180.0,41,4.390243902439025
3846,Restaurant & Food,180.0,41,4.390243902439025
3847,Native North & South Americans,540.0,123,4.390243902439025
3848,Waste Receptacles & Liners,13706.0,3122,4.390134529147982
3849,Pedestal Bags,1238.0,282,4.390070921985815
3850,Morals & Responsibility,13407.0,3054,4.389980353634577
3851,Highball Glasses,6361.0,1449,4.38992408557626
3852,Advertising,47919.0,10916,4.389794796628801
3853,Knobs & Hand Wheels,676.0,154,4.3896103896103895
3854,Magnesium,29274.0,6669,4.389563652721548
3855,Hollow & Semi-Hollow Body,2221.0,506,4.3893280632411065
3856,Strainers,575.0,131,4.3893129770992365
3857,Home Audio Crossovers & Parts,575.0,131,4.3893129770992365
3858,Rhumba,1545.0,352,4.389204545454546
3859,Valve Parts,237.0,54,4.388888888888889
3860,Steak Knives,316.0,72,4.388888888888889
3861,Surveying & Photogrammetry,158.0,36,4.388888888888889
3862,Push-to-connect Fittings,790.0,180,4.388888888888889
3863,Think!,474.0,108,4.388888888888889
3864,Book Carts,237.0,54,4.388888888888889
3865,"Bar, Cocktail & Wine Glasses",79.0,18,4.388888888888889
3866,Diopters,3138.0,715,4.3888111888111885
3867,Outfielder's Gloves,2506.0,571,4.388791593695271
3868,Comedy & Spoken Word,141235.0,32181,4.388769770982878
3869,"Sauces, Gravies & Marinades",2800.0,638,4.38871473354232
3870,"Counters, Playmats & Gameplay Accessories",2541.0,579,4.38860103626943
3871,Where We Live,3287.0,749,4.3885180240320425
3872,Nature Writing & Essays,1751.0,399,4.388471177944862
3873,Lens Cases,2813.0,641,4.388455538221529
3874,Memory Sticks,27774.0,6329,4.388370990677832
3875,Low Cholesterol,11695.0,2665,4.3883677298311445
3876,Micrometers,825.0,188,4.388297872340425
3877,Ground Coffee,2848.0,649,4.38828967642527
3878,Frontier & Pioneer,1198.0,273,4.388278388278389
3879,Marble Tiles,3278.0,747,4.388219544846051
3880,Morocco,1312.0,299,4.3879598662207355
3881,Horn Covers,509.0,116,4.387931034482759
3882,Artwork,421485.0,96056,4.387909136337137
3883,Manila,4050.0,923,4.387865655471289
3884,Churches & Church Leadership,48187.0,10982,4.38781642688035
3885,Sleeves,183705.0,41868,4.3877185439954145
3886,Percussion,781.0,178,4.387640449438202
3887,Bomber Hats,6656.0,1517,4.387607119314437
3888,Broadway & Musicals,1325.0,302,4.387417218543046
3889,Campfire Cookware,22731.0,5181,4.387376954255935
3890,Raised Bowls,15667.0,3571,4.387286474376925
3891,Brake Lines,895.0,204,4.387254901960785
3892,Shipping Labels,12679.0,2890,4.38719723183391
3893,Downrods,1439.0,328,4.387195121951219
3894,Ramps,4861.0,1108,4.387184115523466
3895,Entertainment & Media,408.0,93,4.387096774193548
3896,Houses & Hotels,816.0,186,4.387096774193548
3897,Potassium,9261.0,2111,4.387020369493131
3898,Blue-Eyed Soul,39088.0,8910,4.386980920314254
3899,Dust Cloths,7914.0,1804,4.386917960088692
3900,Rabbits,9866.0,2249,4.38683859493108
3901,Shelves,7203.0,1642,4.386723507917174
3902,Labeling Tape,658.0,150,4.386666666666667
3903,Monofilament Line,4799.0,1094,4.386654478976234
3904,Suspension Systems & Parts,2224.0,507,4.386587771203156
3905,Oil Filter Wrenches,9010.0,2054,4.386562804284323
3906,Shower Curtain Rings,11567.0,2637,4.386423966628745
3907,Orient,7799.0,1778,4.386389201349831
3908,Rocker Arms,193.0,44,4.386363636363637
3909,"Filters, Regulators & Lubricators",193.0,44,4.386363636363637
3910,Ladders,46684.0,10643,4.386357230104294
3911,Vinyl Care,2873.0,655,4.386259541984733
3912,Polka,2680.0,611,4.386252045826514
3913,Chamomile,1522.0,347,4.3861671469740635
3914,Environmental & Natural Resources Law,250.0,57,4.385964912280702
3915,Anne Klein,28342.0,6462,4.385948622717425
3916,Magical Realism,7671.0,1749,4.385934819897084
3917,Hockey Gear,1057.0,241,4.385892116182573
3918,Bandannas,307.0,70,4.385714285714286
3919,Caregiving,1592.0,363,4.3856749311294765
3920,Crochet Hooks,17262.0,3936,4.385670731707317
3921,Recovery,22375.0,5102,4.385535084280674
3922,Carving Knives & Forks,11104.0,2532,4.385466034755134
3923,Minerals & Salts,18629.0,4248,4.385357815442561
3924,ATV Winches,1548.0,353,4.385269121813031
3925,Tiles,6683.0,1524,4.385170603674541
3926,Fuel System Cleaners,4122.0,940,4.385106382978724
3927,Jackets,75799.0,17286,4.384993636468819
3928,Bike Brake Cables & Housing,2688.0,613,4.3849918433931485
3929,Electronic Pop,42692.0,9736,4.384963023829088
3930,Appointment Books & Planners,39845.0,9087,4.38483547925608
3931,Ball Mounts,4297.0,980,4.384693877551021
3932,Cam & Groove Hose Fittings,171.0,39,4.384615384615385
3933,Coil Chains,57.0,13,4.384615384615385
3934,Dill Pickles,171.0,39,4.384615384615385
3935,Garvalin,285.0,65,4.384615384615385
3936,Angular Contact Bearings,57.0,13,4.384615384615385
3937,Soil Science,57.0,13,4.384615384615385
3938,Re-Mix Vintage,171.0,39,4.384615384615385
3939,Studs & Nuts,57.0,13,4.384615384615385
3940,Lifting Accessories,114.0,26,4.384615384615385
3941,Steering Knuckles,114.0,26,4.384615384615385
3942,Special Drive,285.0,65,4.384615384615385
3943,Leveling Compounds,57.0,13,4.384615384615385
3944,Step-Down Rings,171.0,39,4.384615384615385
3945,MOSFET Transistors,57.0,13,4.384615384615385
3946,Gunsmithing Tools,106346.0,24255,4.3844980416408985
3947,Stride Rite,43498.0,9921,4.38443705271646
3948,Case Hardware & Latches,1460.0,333,4.384384384384385
3949,Substance Abuse,13574.0,3096,4.384366925064599
3950,Stamps & Ink Pads,39696.0,9054,4.384360503644798
3951,Entry Guards,1118.0,255,4.3843137254901965
3952,Active & Performance,34495.0,7868,4.38421453990849
3953,Stencils & Templates,2499.0,570,4.38421052631579
3954,Oils,353981.0,80741,4.384154271064268
3955,Awards & Incentives Supplies,2819.0,643,4.384136858475895
3956,Indian,3972.0,906,4.3841059602649
3957,Anthologies & Collections,19066.0,4349,4.383996320993332
3958,Diving Lures,2021.0,461,4.383947939262473
3959,Boxed Knife Sets,14581.0,3326,4.383944678292243
3960,Alternative Rock,3630938.0,828239,4.383925412833735
3961,Christianity,18237.0,4160,4.383894230769231
3962,Conflict Management,6133.0,1399,4.383845604002859
3963,Progressive Metal,136573.0,31155,4.383662333493821
3964,ASICS,207238.0,47276,4.383577290802944
3965,Charts & Posters,320.0,73,4.383561643835616
3966,Tire & Wheel Care,1920.0,438,4.383561643835616
3967,Tignanello,4366.0,996,4.383534136546185
3968,Headlight,1749.0,399,4.383458646616542
3969,Engine Guards,263.0,60,4.383333333333334
3970,Shim Stock,263.0,60,4.383333333333334
3971,Hunting Knives,204407.0,46633,4.383312246692257
3972,Hunting & Tactical Knives,231973.0,52922,4.383299950871093
3973,Bandaging Pads,6851.0,1563,4.383237364043506
3974,Graphics Card Fans,2139.0,488,4.383196721311475
3975,Computer Heatsinks,1144.0,261,4.383141762452107
3976,Juice,10594.0,2417,4.383119569714522
3977,Blow Off Valves,412.0,94,4.382978723404255
3978,Sugar Bowls,4567.0,1042,4.382917466410748
3979,Colombia,4168.0,951,4.382754994742377
3980,Measuring Tools & Scales,244543.0,55797,4.382726669892646
3981,Rosin,3997.0,912,4.3826754385964914
3982,Ambient Pop,18152.0,4142,4.382423949782714
3983,Stick & Mallet Bags & Cases,1937.0,442,4.382352941176471
3984,Bingo Cards,2384.0,544,4.382352941176471
3985,Rationalism,298.0,68,4.382352941176471
3986,Door Frames,447.0,102,4.382352941176471
3987,Massage Oils,29706.0,6779,4.382062251069479
3988,Mechanical Testers,390.0,89,4.382022471910112
3989,Capos,23509.0,5365,4.381919850885368
3990,Snack Plate & Cup Sets,241.0,55,4.381818181818182
3991,Bouillon,241.0,55,4.381818181818182
3992,Couples & Family Therapy,723.0,165,4.381818181818182
3993,Moleskin,723.0,165,4.381818181818182
3994,Tape Caulk,241.0,55,4.381818181818182
3995,"Calendars, Planners & Personal Organizers",131094.0,29918,4.3817768567417605
3996,Correction Fluid,815.0,186,4.381720430107527
3997,Assortments,815.0,186,4.381720430107527
3998,"Drum Set Bags, Cases & Covers",3628.0,828,4.381642512077295
3999,Football Equipment,15879.0,3624,4.381622516556291
4000,Leaders & Leader Rigging,2515.0,574,4.381533101045296
4001,Soft Carriers,758.0,173,4.381502890173411
4002,Punk Revival,118572.0,27062,4.3814943463158675
